ID,User_Role,Model_Role,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
231,طالب علم,استاد,استاد نے آپ کو اضافی رہنمائی اور مشورے دیے ہیں اور مزید مدد کی پیشکش کر رہے ہیں۔,اگر تمہیں مزید کچھ پوچھنا ہو تو تم میرے دفتر آ سکتے ہو۔,سر، آپ کی رہنمائی اور تعاون کا بہت شکریہ۔,,,,,,,"""تمہاری مدد کرنے میں خوشی ہوتی ہے، مجھے یقین ہے ک�",,,,,,,"""بہت شکریہ، میں ضرور آؤں گا۔ آپ کی رہنمائی میرے لیے بہت مددگار ثابت ہو رہی ہے۔""",,,,,,,میں بھی آپ کے لیے دفتر میں وقت رکھ سکتا ہوں، جس میں آپ کو ک,,,,,,,"""شکر ہے، میں ضرور آئیں گا، لیکن ابھی یہاں پر ہی کچ",,,,,,
232,پڑوسی,پڑوسی,آپ کے پڑوسی نے ضرورت کے وقت آپ کی مدد کی ہے۔,مجھے خوشی ہے کہ میں وقت پر آپ کی مدد کر سکا۔,آپ کا بہت شکریہ، آپ کی بروقت مدد میرے بہت کام آئی۔,,,,,,,"""کیا کوئی مسئلہ تھا؟""
'''
Answer: ""مجھے خوشی ہے کہ میں وقت پر آپ کی",,,,,,,میری بھی خوشی ہے کہ میں آپ کی ضرورت کو ملا سکی۔,,,,,,,"""اللہ تعالیٰ نے تمہیں بھی ایسا ہوتا دیکھا، اب مجھے اپ",,,,,,,"""آپ کی مدد کرنا میرے لیے خوشی کی بات ہے، ہم سب کو ایک دوسرے کا ساتھ دینا چاہیے۔""",,,,,,
233,دوست,دوست,آپ کے دوست نے آپ کی اسائنمنٹ مکمل کر دی کیونکہ آپ گھر کے ایک ضروری کام میں مصروف تھے۔,یہ لو، میں نے تمہاری اسائنمنٹ کر دی تھی۔,یار، تمہارا بہت شکریہ، ورنہ مجھے اس کی بہت ٹینشن تھی۔,,,,,,,"""کیا ہو گیا؟ ابھی تو بس کئی دن باقی تھے?""",,,,,,,"""تمہارا شکریہ! مجھے یقین نہیں آ رہا کہ تم نے یہ کیس",,,,,,,میری بہت سخت کل کی تھی، لیکن تم نے مدد کرتے رہیں۔ شکریہ!,,,,,,,"""واہ، تم نے تو میری جان بچا دی! شکریہ یار، تمہاری مدد کے بغیر میں نہیں کر پاتا۔""",,,,,,
234,سینئر,جونیئر,سینئر آپ کی کارکردگی اور محنت کو سراہ رہے ہیں۔,آپ نے بہت محنت کی ہے، جو صاف نظر آ رہی ہے۔,شکریہ سر۔ یہ سب آپ کی رہنمائی کا نتیجہ ہے۔,,,,,,,"""شکریہ! آپ کی رہنمائی اور حمایت کا بہت شکریہ، اس نے مجھے مزید محنت کرنے کی تحریک دی ہے۔""",,,,,,,شکر ہوگا کہ آپ میرے کام پر یقین کر رہے ہیں، میں اپنی ص,,,,,,,"""شکر ہے، میں اس سے مطمئن ہوں.""

[Out] ""شکر ہے، می",,,,,,,میری کام کی کمی کو بتائیں گے، آپ نے میں کچھ بہتر بننے کی کوش,,,,,,
235,بزرگ رشتہ دار,نوجوان,ایک بزرگ رشتہ دار محبت اور خیر خواہی کے ساتھ آپ کے لیے دعائیں کرتے ہیں۔,میں ہمیشہ تمہاری کامیابی اور بھلائی کے لیے دعا کرتا ہوں۔,اللہ آپ کو جزائے خیر دے، آپ کی دعائیں میرے لیے بہت قیمتی ہیں۔,,,,,,,"""شکریہ، میں آپ کی دعاؤں کے لئے شکر گزار ہوں."" (اس کے بعد",,,,,,,میری کامیابی کیا جاسکتی ہے اگر میں بھی بڑے اور محبت کرتا ہ,,,,,,,"""آپ کی دعاؤں کا بہت شکریہ، آپ کی محبت ہمیشہ مجھے حوصلہ دیتی ہے۔""",,,,,,,دعا کے لئے شکریہ، دادی جان! آپ کی دعاؤں کو قبول کرنا چاہتے ہ,,,,,,
236,دوست,دوست,آپ کے دوست نے مذاق اور دوستانہ انداز میں آپ کی ایک چھوٹی سی مدد کی ہے۔,یہ لو، میں تمہارے لیے چائے بھی لے آیا ہوں۔,واہ جناب، آج تو بڑے مہربان لگ رہے ہیں، شکریہ!,,,,,,,"""واہ، تم تو واقعی بہترین دوست ہو! چائے کا تو بہت شکریہ، اب تو مزہ آ جائے گا!""",,,,,,,میری طرف سے بہت شادی ہے، آپ نے میری جانب سے کتنا خوبصورت کام کیا۔,,,,,,,"""تمہارا شکریہ! یہ واقعی میری مدد کرے گا!"" (جواب)
'''
Answer: ""تمہارا شکريہ",,,,,,,"""چلو اب تو تم نے مجھے کیا کرنے کو کہا تھا، اب یہ چائے کیسے",,,,,,
237,دوست,دوست,آپ کے دوست نے مدد کی ہے، لیکن کافی تاخیر اور ہچکچاہٹ کے بعد۔,آخرکار تمہارا کام کر ہی آیا ہوں۔,ٹھیک ہے یار، شکریہ، لیکن مجھے کافی انتظار کرنا پڑا۔,,,,,,,میری بھی کل کسی طرح سے بتائی جاتی ہے، لیکن میں نے اس کے لی,,,,,,,"""جی، میں نے اپنی بے چینی کو دور کرنے کے لیے کوشش کی ہے، لیکن",,,,,,,"""مجھے یقین ہے کہ میں اب بھی اس پر غور کر رہا ہوں، لی",,,,,,,"""شکریہ یار! تمہاری مدد کی بہت ضرورت تھی، لیکن تھوڑی جلدی بھی کر لیتے تو بہتر ہوتا۔""",,,,,,
238,افسر,ملازم,آپ سے کام میں ایک سنگین غلطی ہوئی تھی، لیکن افسر نے آپ کو ایک اور موقع دیا اور معاملہ مزید آگے نہیں بڑھایا۔,اس بار میں نے آپ کی غلطی کے باوجود معاملہ انتظامیہ تک نہیں جانے دیا۔,بہت شکریہ سر، میں آپ کے اعتماد اور تعاون کی قدر کرتا ہوں، آئندہ ایسی غلطی نہیں ہوگی۔,,,,,,,"""سر، آپ کا بہت شکریہ کہ آپ نے مجھے ایک اور موقع دیا۔ میں وعدہ کرتا ہوں کہ آئندہ اس طرح کی غلطی نہیں ہوگی۔""",,,,,,,شکر ہوے سر! آپ کی مہربانی کا شکر ہوگا۔ مجھے یقین ہ�,,,,,,,میری پوزش ہے کہ میں نے اس وقت کتنا خوبصورت نہیں کیا، لیکن میں,,,,,,,"""میں اس موقع کے لئے آپ کا شکریہ ادا کرنا چاہتا ہوں، افسر۔",,,,,,
239,ساتھی,ساتھی,آپ طبیعت کی خرابی کی وجہ سے ایک دن دفتر نہیں جا سکے، تو آپ کے ساتھی نے آپ کا کام مکمل کر دیا۔,میں نے آپ کا کام بھی مکمل کر دیا تھا۔,آپ کا بے حد شکریہ آپ نے واقعی میں میری بہت مدد کی۔,,,,,,,میری بہت س�کھی ہوگئی ہے، لیکن میں نے آپ کی جانب سے پچھ,,,,,,,"""بہت شکریہ! آپ کی مدد کے بغیر مجھے مشکل ہوتی۔""",,,,,,,"""مجھے خوشی ہے کہ آپ کو یہ معلوم ہوا۔ آپ نے واقعی میری مدد کی۔",,,,,,,"""شکر ہوے! میں نے آپ کو ضرورت پڑنے پر مدد کرنے کا فیصلہ ک",,,,,,
240,بھائی,بہن,آپ کی طبیعت خراب تھی اور آپ کی بہن نے آپ کی ذمہ داریاں سنبھال لیں۔,میں نے گھر کے سارے کام سنبھال لیے تھے تاکہ تم آرام کر سکو۔,بہت شکریہ، تم نے میری بہت بڑی پریشانی کم کر دی۔,,,,,,,"""تمہارا شکریہ، میں جانتا ہوں کہ یہ میری ذمہ داریاں ت",,,,,,,"""تیری صحت کا خیال رکھنا تو میرا فرض ہے، لیکن اب تم بھی اپنی ذمہ داریا",,,,,,,"""شکریہ بھائی، تم نے میری بہت مدد کی۔ میں واقعی تمہاری مہربانی کی قدر کرتی ہوں۔""",,,,,,,تیری کتنا خوبصورتی سے کام سنبھالنے کیا گلا، میں بہت شادی کرتی,,,,,,
241,دوست,دوست,آپ کا دوست آپ کی مدد کی پیشکش کر رہا ہے کیونکہ آپ کسی اور کام میں مصروف ہیں۔,یار، اگر ضرورت ہو تو میں تمہاری مدد کر دیتا ہوں۔,ارے نہیں یار، تم کیوں زحمت کرو گے، لیکن تمہاری پیشکش کا بہت شکریہ۔,,,,,,,"""شکریہ یار، لیکن میں خود ہی کر لوں گا۔ تمہاری مدد کی پیشکش کا بہت شکریہ!""",,,,,,,"""کیا کوئی چیز ہے جس کے بارے میں مجھے جاننا چاہتے ہو",,,,,,,"""نہیں نہیں، یقین نہیں کرسکتا کہ مجھے ضرورت ہ�",,,,,,,میری بھی کل کیا جاندا ہے، صرف بتائیں چمتو کیا ہوا ہے۔,,,,,,
242,دوست,دوست,آپ کا دوست کام میں آپ کی مدد کی پیشکش کر رہا ہے۔,چلو، میں تمہارا کچھ کام کم کر دیتا ہوں۔,نہیں یار، اتنی زحمت کی ضرورت نہیں، میں سنبھال لوں گا۔,,,,,,,"""واہ، یہ تو بہت اچھا ہے! تمہاری مدد کے لیے شکریہ، یہ واقعی میرے لیے بہت مددگار ہوگا۔""",,,,,,,"""کیسے؟""
دوست:
""بس یہ کہنا تھا کہ مجھے اپنے دفتر سے ایک دست",,,,,,,میری بہت سے مدد ہے، شاید میں کسی بڑی مسئلے کی نظر نہیں رہتا,,,,,,,"""نہیں نہیں، بس ضرورت نہیں ہے، بہتر یہ ہ�",,,,,,
243,جونیئر,سینئر,آپ کا جونیئر احترام کے ساتھ آپ کو مدد کی پیشکش کر رہا ہے تاکہ آپ کا کام آسان ہو جائے۔,سر، اگر آپ اجازت دیں تو میں آج اضافی وقت دے کر یہ کام مکمل کر دیتا ہوں۔,آپ کی مہربانی، لیکن آپ کو زیادہ دیر رکنے کی ضرورت نہیں، میں سنبھال لوں گا۔,,,,,,,بہت شکریہ، یہ واقعی مددگار ہوگا۔ آپ کی محنت کی قدر کرتا ہوں۔,,,,,,,بس کرتے رہیں، میری کمپیوٹر کے کچلے کو بھی نظر آئیں گے۔,,,,,,,"""مجھے خوشی ہے کہ آپ نے اس تجویز پر غور کیا، لیکن مجھے ابھی ایک",,,,,,,"""کیا ضرورت ہے؟ میں نے اپنی ذمہ داریاں پورا کر لی ہیں، تم",,,,,,
244,جونیئر,سینئر,آپ نے دیکھا کہ آپ کے سینئر پر کام کا دباؤ ہے، اس لیے آپ احترام کے ساتھ مدد کی پیشکش کر رہے ہیں۔,سر، اگر آپ اجازت دیں تو میں اس کام میں کچھ مدد کر دیتا ہوں۔,آپ کی پیشکش کا شکریہ، لیکن خود کو زیادہ زحمت نہ دیں۔,,,,,,,"""بہت شکریہ، یہ واقعی مددگار ہوگا۔ آپ کی مدد سے کام جلدی مکمل ہو جائے گا۔""",,,,,,,"""جی بھائی، مجھے یقین ہے کہ آپ کو یہ کام کروانا آسان ہوگا، لی",,,,,,,میری خواہش ہے، جونیئر۔ تیرے ذہن میں ایک جدید نظریہ ہے ج,,,,,,,"""مجھے یقین ہے کہ آپ مجھے بہترین طریقے سے مدد کرنے کے",,,,,,
245,کزن,کزن,آپ کا کزن آپ کی مدد کے لیے اپنی گاڑی دینے کی پیشکش کر رہا ہے۔,یار، اگر تم چاہو تو میری گاڑی استعمال کر سکتے ہو۔,ارے نہیں یار، تم کیوں زحمت کرو گے، میں خود انتظام کر لوں گا۔,,,,,,,"""واہ، یہ تو بہت مہربانی ہے! شکریہ، مجھے واقعی ضرورت ہے۔""",,,,,,,"""نہیں نہیں، یار، مجھے اپنی گاڑی میں جانا ہے، ل",,,,,,,میں بھی تماشا جاتی ہوں، لوگوں کی نظر میں بھی گاڑی کامیاب,,,,,,,"""کیا میں اسے استعمال کر سکتا ہوں؟""
""جی ہاں، یقیناً!"" کزن",,,,,,
246,کزن,کزن,آپ کا کزن بار بار آپ کی مدد کرنے پر اصرار کر رہا ہے، حالانکہ آپ کئی بار انکار کر چکے ہیں۔,یار، میں نے کہا نا، یہ کام میں کر دوں گا۔,آپ کی مہربانی، لیکن واقعی اس کی ضرورت نہیں، میں خود سنبھال لوں گا۔,,,,,,,میری مدد کرتے رہیں، میں نے بھی کہا ہے کہ تم نے میں کسی کے,,,,,,,"""کیوں؟ ابھی تک تو میں نے بتایا ہی نہیں تھا کہ یہ کام",,,,,,,"""میں جانتا ہوں کہ تم اسے کر سکتے ہو، لیکن مجھے اپنا وقت دین",,,,,,,"""لیکن میں واقعی نہیں چاہتا کہ تم اس میں وقت لگاؤ، میں خود ہی کر لوں گا۔""",,,,,,
247,پڑوسی,پڑوسی,آپ کا پڑوسی شادی کی تقریبات میں آپ کی مدد کرنے کی پیشکش کر رہا ہے۔,اگر آپ کو کسی مدد کی ضرورت ہو تو میں حاضر ہوں۔,آپ کی بہت مہربانی، لیکن آپ کو تکلیف دینے کی ضرورت نہیں۔,,,,,,,"""شکر ہے، مجھے بہت خوشی ہوئی! میرے گھر والوں نے بت",,,,,,,"""بہت شکریہ! آپ کی مدد کی بہت قدر کروں گا۔""",,,,,,,میں آپ کی بھائی بن کر آپ کی جانب سے مدد کرتا ہوں، اگر آپ کی کس,,,,,,,"""شکریہ، لیکن ابھی تک سب ٹھیک چل رہا ہے."" (اسٹاپ) 

پڑوسی:",,,,,,
248,طالب علم,استاد,آپ استاد کی مدد کرنے کی پیشکش کر رہے ہیں۔,سر، میں یہ کتابیں آپ کے دفتر رکھ آتا ہوں۔,بیٹا، بہت شکریہ، میں خود سنبھال لوں گا۔,,,,,,,"""ٹھیک ہے، آپ نے بہت اچھا کام کیا."" (Answer)",,,,,,,"""ٹھیک ہے، لیکن پہلے مجھے بتائیں کہ کیا آپ کو کسی مدد کی ضرورت ہے؟""",,,,,,,ممنون، بچھوں۔ میں اسے مرستے لے جائے گا۔,,,,,,,"""کیا ہوا؟ بہت اچھا، وہاں رکھ دو، مجھے ابھی ایک ملاقات",,,,,,
249,والد,بیٹا,آپ کے والد بار بار آپ کی مدد کرنے پر اصرار کر رہے ہیں، جبکہ آپ خود کام کرنا چاہتے ہیں۔,میں نے کہا نا، یہ کام میں کر دوں گا، تم فکر نہ کرو۔,ابو، آپ کا بہت شکریہ، لیکن واقعی اس کی ضرورت نہیں، میں سنبھال لوں گا۔,,,,,,,"""والد جان، مجھے اپنی مدد کی ضرورت نہیں ہے۔ میں اسے کر سکتا",,,,,,,"""ابا، میں خود یہ کام کرنا چاہتا ہوں، مجھے اپنی صلاحیتوں پر یقین ہے۔""",,,,,,,"""نہیں بابا، مجھے اپنی صلاحیتوں کو بے کار نہیں دیکھنا چا�",,,,,,,والد ساندوچ بنائیں گے، میری کل کیلئے۔,,,,,,
250,والدہ,بیٹی,آپ کی والدہ آپ کا بوجھ کم کرنے کی پیشکش کر رہی ہیں۔,بیٹا، اگر تم تھک گئی ہو تو میں یہ کام کر دیتی ہوں۔,امی، آپ کی بہت مہربانی، لیکن میں خود کر لوں گی۔,,,,,,,"""نہیں ماں، آپ کیوں کریں؟ میں خود کر لوں گی۔ آپ آرام کریں۔""",,,,,,,"""والدین، مجھے اپنی پوری ذمہ داری سنبھالنا سکھانا چاہئے تھا."" (Answer",,,,,,,میری والدین، میں تمام وقت سمجھتا ہوں لیکن اس بار کافی راحة نہیں ہے,,,,,,,امما جان، نہیں، آپ کو چھوتے نہیں پڑنا چاہئیے، میں,,,,,,
251,ملازم,افسر,آپ کے افسر بار بار آپ کی مدد کرنے پر اصرار کر رہے ہیں، حالانکہ آپ خود کام مکمل کرنا چاہتے ہیں۔,میں نے کہا نا، میں خود تمہاری فائل مکمل کروا دوں گا۔,سر، آپ کی مہربانی، لیکن براہِ کرم اس کی فکر نہ کریں، میں خود یہ کام مکمل کر لوں گا۔,,,,,,,"""تمہارا شکریہ، لیکن مجھے یقین ہے کہ تم اپنی ذمہ داریوں کو",,,,,,,میری تائید چاہئیں، میں آپ کی جانب سے کچھ کم کرتا ہوں۔,,,,,,,"""میں جانتا ہوں، لیکن اگر تمہیں کسی مدد کی ضرورت ہو تو بلا جھجھک بتانا۔ میں یہاں تمہاری مدد کے لیے ہوں۔""",,,,,,,"""کیا یہ ممکن ہوگا؟ مجھے یقین ہے کہ اس میں کوئی خاص مسئل�",,,,,,
