ID,User_Role,Model_Role,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
235,بزرگ رشتہ دار,نوجوان,ایک بزرگ رشتہ دار محبت اور خیر خواہی کے ساتھ آپ کے لیے دعائیں کرتے ہیں۔,میں ہمیشہ تمہاری کامیابی اور بھلائی کے لیے دعا کرتا ہوں۔,اللہ آپ کو جزائے خیر دے، آپ کی دعائیں میرے لیے بہت قیمتی ہیں۔,,,,,,,دعا کے لئے شکریہ، دادی جان! آپ کی دعاؤں کو قبول کرنا چاہتے ہ,,,,,,,میری کامیابی کیا جاسکتی ہے اگر میں بھی بڑے اور محبت کرتا ہ,,,,,,,"""شکریہ، میں آپ کی دعاؤں کے لئے شکر گزار ہوں."" (اس کے بعد",,,,,,,"""آپ کی دعاؤں کا بہت شکریہ، آپ کی محبت ہمیشہ مجھے حوصلہ دیتی ہے۔""",,,,,,
236,دوست,دوست,آپ کے دوست نے مذاق اور دوستانہ انداز میں آپ کی ایک چھوٹی سی مدد کی ہے۔,یہ لو، میں تمہارے لیے چائے بھی لے آیا ہوں۔,واہ جناب، آج تو بڑے مہربان لگ رہے ہیں، شکریہ!,,,,,,,"""چلو اب تو تم نے مجھے کیا کرنے کو کہا تھا، اب یہ چائے کیسے",,,,,,,"""تمہارا شکریہ! یہ واقعی میری مدد کرے گا!"" (جواب)
'''
Answer: ""تمہارا شکريہ",,,,,,,میری طرف سے بہت شادی ہے، آپ نے میری جانب سے کتنا خوبصورت کام کیا۔,,,,,,,"""واہ، تم تو واقعی بہترین دوست ہو! چائے کا تو بہت شکریہ، اب تو مزہ آ جائے گا!""",,,,,,
237,دوست,دوست,آپ کے دوست نے مدد کی ہے، لیکن کافی تاخیر اور ہچکچاہٹ کے بعد۔,آخرکار تمہارا کام کر ہی آیا ہوں۔,ٹھیک ہے یار، شکریہ، لیکن مجھے کافی انتظار کرنا پڑا۔,,,,,,,میری بھی کل کسی طرح سے بتائی جاتی ہے، لیکن میں نے اس کے لی,,,,,,,"""مجھے یقین ہے کہ میں اب بھی اس پر غور کر رہا ہوں، لی",,,,,,,"""شکریہ یار! تمہاری مدد کی بہت ضرورت تھی، لیکن تھوڑی جلدی بھی کر لیتے تو بہتر ہوتا۔""",,,,,,,"""جی، میں نے اپنی بے چینی کو دور کرنے کے لیے کوشش کی ہے، لیکن",,,,,,
238,افسر,ملازم,آپ سے کام میں ایک سنگین غلطی ہوئی تھی، لیکن افسر نے آپ کو ایک اور موقع دیا اور معاملہ مزید آگے نہیں بڑھایا۔,اس بار میں نے آپ کی غلطی کے باوجود معاملہ انتظامیہ تک نہیں جانے دیا۔,بہت شکریہ سر، میں آپ کے اعتماد اور تعاون کی قدر کرتا ہوں، آئندہ ایسی غلطی نہیں ہوگی۔,,,,,,,"""میں اس موقع کے لئے آپ کا شکریہ ادا کرنا چاہتا ہوں، افسر۔",,,,,,,شکر ہوے سر! آپ کی مہربانی کا شکر ہوگا۔ مجھے یقین ہ�,,,,,,,میری پوزش ہے کہ میں نے اس وقت کتنا خوبصورت نہیں کیا، لیکن میں,,,,,,,"""سر، آپ کا بہت شکریہ کہ آپ نے مجھے ایک اور موقع دیا۔ میں وعدہ کرتا ہوں کہ آئندہ اس طرح کی غلطی نہیں ہوگی۔""",,,,,,
239,ساتھی,ساتھی,آپ طبیعت کی خرابی کی وجہ سے ایک دن دفتر نہیں جا سکے، تو آپ کے ساتھی نے آپ کا کام مکمل کر دیا۔,میں نے آپ کا کام بھی مکمل کر دیا تھا۔,آپ کا بے حد شکریہ آپ نے واقعی میں میری بہت مدد کی۔,,,,,,,میری بہت س�کھی ہوگئی ہے، لیکن میں نے آپ کی جانب سے پچھ,,,,,,,"""شکر ہوے! میں نے آپ کو ضرورت پڑنے پر مدد کرنے کا فیصلہ ک",,,,,,,"""بہت شکریہ! آپ کی مدد کے بغیر مجھے مشکل ہوتی۔""",,,,,,,"""مجھے خوشی ہے کہ آپ کو یہ معلوم ہوا۔ آپ نے واقعی میری مدد کی۔",,,,,,
240,بھائی,بہن,آپ کی طبیعت خراب تھی اور آپ کی بہن نے آپ کی ذمہ داریاں سنبھال لیں۔,میں نے گھر کے سارے کام سنبھال لیے تھے تاکہ تم آرام کر سکو۔,بہت شکریہ، تم نے میری بہت بڑی پریشانی کم کر دی۔,,,,,,,"""تیری صحت کا خیال رکھنا تو میرا فرض ہے، لیکن اب تم بھی اپنی ذمہ داریا",,,,,,,"""تمہارا شکریہ، میں جانتا ہوں کہ یہ میری ذمہ داریاں ت",,,,,,,تیری کتنا خوبصورتی سے کام سنبھالنے کیا گلا، میں بہت شادی کرتی,,,,,,,"""شکریہ بھائی، تم نے میری بہت مدد کی۔ میں واقعی تمہاری مہربانی کی قدر کرتی ہوں۔""",,,,,,
241,دوست,دوست,آپ کا دوست آپ کی مدد کی پیشکش کر رہا ہے کیونکہ آپ کسی اور کام میں مصروف ہیں۔,یار، اگر ضرورت ہو تو میں تمہاری مدد کر دیتا ہوں۔,ارے نہیں یار، تم کیوں زحمت کرو گے، لیکن تمہاری پیشکش کا بہت شکریہ۔,,,,,,,میری بھی کل کیا جاندا ہے، صرف بتائیں چمتو کیا ہوا ہے۔,,,,,,,"""کیا کوئی چیز ہے جس کے بارے میں مجھے جاننا چاہتے ہو",,,,,,,"""نہیں نہیں، یقین نہیں کرسکتا کہ مجھے ضرورت ہ�",,,,,,,"""شکریہ یار، لیکن میں خود ہی کر لوں گا۔ تمہاری مدد کی پیشکش کا بہت شکریہ!""",,,,,,
242,دوست,دوست,آپ کا دوست کام میں آپ کی مدد کی پیشکش کر رہا ہے۔,چلو، میں تمہارا کچھ کام کم کر دیتا ہوں۔,نہیں یار، اتنی زحمت کی ضرورت نہیں، میں سنبھال لوں گا۔,,,,,,,میری بہت سے مدد ہے، شاید میں کسی بڑی مسئلے کی نظر نہیں رہتا,,,,,,,"""واہ، یہ تو بہت اچھا ہے! تمہاری مدد کے لیے شکریہ، یہ واقعی میرے لیے بہت مددگار ہوگا۔""",,,,,,,"""کیسے؟""
دوست:
""بس یہ کہنا تھا کہ مجھے اپنے دفتر سے ایک دست",,,,,,,"""نہیں نہیں، بس ضرورت نہیں ہے، بہتر یہ ہ�",,,,,,
243,جونیئر,سینئر,آپ کا جونیئر احترام کے ساتھ آپ کو مدد کی پیشکش کر رہا ہے تاکہ آپ کا کام آسان ہو جائے۔,سر، اگر آپ اجازت دیں تو میں آج اضافی وقت دے کر یہ کام مکمل کر دیتا ہوں۔,آپ کی مہربانی، لیکن آپ کو زیادہ دیر رکنے کی ضرورت نہیں، میں سنبھال لوں گا۔,,,,,,,بہت شکریہ، یہ واقعی مددگار ہوگا۔ آپ کی محنت کی قدر کرتا ہوں۔,,,,,,,بس کرتے رہیں، میری کمپیوٹر کے کچلے کو بھی نظر آئیں گے۔,,,,,,,"""مجھے خوشی ہے کہ آپ نے اس تجویز پر غور کیا، لیکن مجھے ابھی ایک",,,,,,,"""کیا ضرورت ہے؟ میں نے اپنی ذمہ داریاں پورا کر لی ہیں، تم",,,,,,
244,جونیئر,سینئر,آپ نے دیکھا کہ آپ کے سینئر پر کام کا دباؤ ہے، اس لیے آپ احترام کے ساتھ مدد کی پیشکش کر رہے ہیں۔,سر، اگر آپ اجازت دیں تو میں اس کام میں کچھ مدد کر دیتا ہوں۔,آپ کی پیشکش کا شکریہ، لیکن خود کو زیادہ زحمت نہ دیں۔,,,,,,,میری خواہش ہے، جونیئر۔ تیرے ذہن میں ایک جدید نظریہ ہے ج,,,,,,,"""جی بھائی، مجھے یقین ہے کہ آپ کو یہ کام کروانا آسان ہوگا، لی",,,,,,,"""مجھے یقین ہے کہ آپ مجھے بہترین طریقے سے مدد کرنے کے",,,,,,,"""بہت شکریہ، یہ واقعی مددگار ہوگا۔ آپ کی مدد سے کام جلدی مکمل ہو جائے گا۔""",,,,,,
245,کزن,کزن,آپ کا کزن آپ کی مدد کے لیے اپنی گاڑی دینے کی پیشکش کر رہا ہے۔,یار، اگر تم چاہو تو میری گاڑی استعمال کر سکتے ہو۔,ارے نہیں یار، تم کیوں زحمت کرو گے، میں خود انتظام کر لوں گا۔,,,,,,,"""واہ، یہ تو بہت مہربانی ہے! شکریہ، مجھے واقعی ضرورت ہے۔""",,,,,,,"""کیا میں اسے استعمال کر سکتا ہوں؟""
""جی ہاں، یقیناً!"" کزن",,,,,,,"""نہیں نہیں، یار، مجھے اپنی گاڑی میں جانا ہے، ل",,,,,,,میں بھی تماشا جاتی ہوں، لوگوں کی نظر میں بھی گاڑی کامیاب,,,,,,
246,کزن,کزن,آپ کا کزن بار بار آپ کی مدد کرنے پر اصرار کر رہا ہے، حالانکہ آپ کئی بار انکار کر چکے ہیں۔,یار، میں نے کہا نا، یہ کام میں کر دوں گا۔,آپ کی مہربانی، لیکن واقعی اس کی ضرورت نہیں، میں خود سنبھال لوں گا۔,,,,,,,میری مدد کرتے رہیں، میں نے بھی کہا ہے کہ تم نے میں کسی کے,,,,,,,"""میں جانتا ہوں کہ تم اسے کر سکتے ہو، لیکن مجھے اپنا وقت دین",,,,,,,"""کیوں؟ ابھی تک تو میں نے بتایا ہی نہیں تھا کہ یہ کام",,,,,,,"""لیکن میں واقعی نہیں چاہتا کہ تم اس میں وقت لگاؤ، میں خود ہی کر لوں گا۔""",,,,,,
247,پڑوسی,پڑوسی,آپ کا پڑوسی شادی کی تقریبات میں آپ کی مدد کرنے کی پیشکش کر رہا ہے۔,اگر آپ کو کسی مدد کی ضرورت ہو تو میں حاضر ہوں۔,آپ کی بہت مہربانی، لیکن آپ کو تکلیف دینے کی ضرورت نہیں۔,,,,,,,"""شکریہ، لیکن ابھی تک سب ٹھیک چل رہا ہے."" (اسٹاپ) 

پڑوسی:",,,,,,,"""شکر ہے، مجھے بہت خوشی ہوئی! میرے گھر والوں نے بت",,,,,,,میں آپ کی بھائی بن کر آپ کی جانب سے مدد کرتا ہوں، اگر آپ کی کس,,,,,,,"""بہت شکریہ! آپ کی مدد کی بہت قدر کروں گا۔""",,,,,,
248,طالب علم,استاد,آپ استاد کی مدد کرنے کی پیشکش کر رہے ہیں۔,سر، میں یہ کتابیں آپ کے دفتر رکھ آتا ہوں۔,بیٹا، بہت شکریہ، میں خود سنبھال لوں گا۔,,,,,,,"""ٹھیک ہے، آپ نے بہت اچھا کام کیا."" (Answer)",,,,,,,ممنون، بچھوں۔ میں اسے مرستے لے جائے گا۔,,,,,,,"""ٹھیک ہے، لیکن پہلے مجھے بتائیں کہ کیا آپ کو کسی مدد کی ضرورت ہے؟""",,,,,,,"""کیا ہوا؟ بہت اچھا، وہاں رکھ دو، مجھے ابھی ایک ملاقات",,,,,,
249,والد,بیٹا,آپ کے والد بار بار آپ کی مدد کرنے پر اصرار کر رہے ہیں، جبکہ آپ خود کام کرنا چاہتے ہیں۔,میں نے کہا نا، یہ کام میں کر دوں گا، تم فکر نہ کرو۔,ابو، آپ کا بہت شکریہ، لیکن واقعی اس کی ضرورت نہیں، میں سنبھال لوں گا۔,,,,,,,"""ابا، میں خود یہ کام کرنا چاہتا ہوں، مجھے اپنی صلاحیتوں پر یقین ہے۔""",,,,,,,والد ساندوچ بنائیں گے، میری کل کیلئے۔,,,,,,,"""نہیں بابا، مجھے اپنی صلاحیتوں کو بے کار نہیں دیکھنا چا�",,,,,,,"""والد جان، مجھے اپنی مدد کی ضرورت نہیں ہے۔ میں اسے کر سکتا",,,,,,
250,والدہ,بیٹی,آپ کی والدہ آپ کا بوجھ کم کرنے کی پیشکش کر رہی ہیں۔,بیٹا، اگر تم تھک گئی ہو تو میں یہ کام کر دیتی ہوں۔,امی، آپ کی بہت مہربانی، لیکن میں خود کر لوں گی۔,,,,,,,میری والدین، میں تمام وقت سمجھتا ہوں لیکن اس بار کافی راحة نہیں ہے,,,,,,,امما جان، نہیں، آپ کو چھوتے نہیں پڑنا چاہئیے، میں,,,,,,,"""نہیں ماں، آپ کیوں کریں؟ میں خود کر لوں گی۔ آپ آرام کریں۔""",,,,,,,"""والدین، مجھے اپنی پوری ذمہ داری سنبھالنا سکھانا چاہئے تھا."" (Answer",,,,,,
251,ملازم,افسر,آپ کے افسر بار بار آپ کی مدد کرنے پر اصرار کر رہے ہیں، حالانکہ آپ خود کام مکمل کرنا چاہتے ہیں۔,میں نے کہا نا، میں خود تمہاری فائل مکمل کروا دوں گا۔,سر، آپ کی مہربانی، لیکن براہِ کرم اس کی فکر نہ کریں، میں خود یہ کام مکمل کر لوں گا۔,,,,,,,"""تمہارا شکریہ، لیکن مجھے یقین ہے کہ تم اپنی ذمہ داریوں کو",,,,,,,میری تائید چاہئیں، میں آپ کی جانب سے کچھ کم کرتا ہوں۔,,,,,,,"""میں جانتا ہوں، لیکن اگر تمہیں کسی مدد کی ضرورت ہو تو بلا جھجھک بتانا۔ میں یہاں تمہاری مدد کے لیے ہوں۔""",,,,,,,"""کیا یہ ممکن ہوگا؟ مجھے یقین ہے کہ اس میں کوئی خاص مسئل�",,,,,,
252,بزرگ رشتہ دار,نوجوان,ایک بزرگ رشتہ دار بار بار آپ کے ساتھ جانے پر اصرار کر رہے ہیں، جبکہ آپ خود جانا چاہتے ہیں۔,میں تمہارے ساتھ چلوں گا، اکیلے جانے کی ضرورت نہیں۔,آپ کی فکر کا بہت شکریہ، لیکن واقعی میں خود سنبھال لوں گا۔,,,,,,,"""چلو بھائی، مجھے یہاں سے جانا پڑے گا تو میں اپنی زندگی کو ایک ن",,,,,,,میری میزبانی کو بتائیں گے، میں تماشا کرتا ہوں۔,,,,,,,"""نہیں، آپ کو فکر کرنے کی ضرورت نہیں، میں خود جا رہا ہوں۔ آپ آرام کریں۔""",,,,,,,"""مجھے اپنی آزادی دینا پڑے گی، میں ابھی بڑا ہو چکا ہوں",,,,,,
253,ساس,بہو,آپ کی ساس بار بار آپ کے کام میں مداخلت کرتے ہوئے مدد کی پیشکش کر رہی ہیں، جبکہ آپ خود کام مکمل کرنا چاہتی ہیں۔,یہ کام تم چھوڑ دو، میں خود کر دیتی ہوں۔,امی جان، آپ کی مہربانی، لیکن میں یہ کام خود کر لوں گی۔,,,,,,,"""نہیں اماں، میں خود کر لوں گی، آپ فکر نہ کریں۔""",,,,,,,"""سچ پوچھنے والا یہ ایک مشکل کام ہے اور مجھے اپنی مہارت کو ظا�",,,,,,,میری بہن، اس کام میں تجربہ ہاتھ میں نہیں ہے، میری مدد کر,,,,,,,"""کیا آپ کو یہ نہیں پتہ کہ مجھے یہ کام کرنے کے لئے",,,,,,
254,ساتھی,ساتھی,آپ کا ساتھی کام میں مدد کی پیشکش کر رہا ہے۔,اگر آپ چاہیں تو میں یہ رپورٹ چیک کر دیتا ہوں۔,آپ کی مہربانی، لیکن میں پہلے خود ایک بار دیکھ لیتا ہوں۔,,,,,,,"""کیا آپ اسے چیک کرنے میں میری مدد کرنا چاہتے ہیں؟""
'''
Answer:",,,,,,,میں اس کے لیے بہت شادی کرتا ہوں، آپ نے میری کمپیوٹر کی,,,,,,,"""نہیں نہیں، مجھے ابھی بھی کچھ کام باقی ہیں، آپ خود اس",,,,,,,"""بہت شکریہ! یہ واقعی میری مدد کرے گا۔""",,,,,,
255,چچا,بھتیجا,آپ کے چچا رات کو آپ کے دیر سے گھر جانے پر فکر مند ہیں اور آپ کو گھر چھوڑنے کی پیشکش کر رہے ہیں۔,رات بہت ہو گئی ہے، میں تمہیں گھر چھوڑ آتا ہوں۔,چچا جان، آپ کی بہت مہربانی، لیکن آپ کو زحمت دینے کی ضرورت نہیں، میں خود چلا جاؤں گا۔,,,,,,,"""میں جانتا ہوں کہ یہ ایک اچھا خیال ہے، لیکن مجھے اپ",,,,,,,"""چھوٹی سی دیر ہے چچا جان، مجھے ابھی کام پورا نہیں ہوا",,,,,,,میری کتنا وقت چل گیا ہے؟ نہیں چھوڑنے کی ضرورत نہیں۔,,,,,,,"""نہیں چچا، آپ فکر نہ کریں، میں خود ہی چلا جاؤں گا۔""",,,,,,
