Language,Topic,User Role,Model Role,Power Distance,Register,Pragmatic Genre,Sensitivity,User Utterance,Context,Candidates
Urdu,Expressing Gratitude,بزرگ رشتہ دار,نوجوان,High,Formal,Traditional gratitude,Neutral,میں ہمیشہ تمہاری کامیابی اور بھلائی کے لیے دعا کرتا ہوں۔,ایک بزرگ رشتہ دار محبت اور خیر خواہی کے ساتھ آپ کے لیے دعائیں کرتے ہیں۔,اللہ آپ کو جزائے خیر دے، آپ کی دعائیں میرے لیے بہت قیمتی ہیں۔
,,,,,,,,,,اللہ آپ کو خوش رکھے۔
,,,,,,,,,,آپ کی دعاؤں کا شکریہ۔
Urdu,Expressing Gratitude,دوست,دوست,Low,Informal,Teasing thanks,Neutral,یہ لو، میں تمہارے لیے چائے بھی لے آیا ہوں۔,آپ کے دوست نے مذاق اور دوستانہ انداز میں آپ کی ایک چھوٹی سی مدد کی ہے۔,واہ جناب، آج تو بڑے مہربان لگ رہے ہیں، شکریہ!
,,,,,,,,,,واہ یار، چائے تو لے آئے، اب یہ بھی بتاؤ بل کون دے گا؟
,,,,,,,,,,شکریہ یار، لیکن اگلی بار چائے لانے کی زحمت نہ کرنا۔
Urdu,Expressing Gratitude,دوست,دوست,Low,Informal,Reluctant thanks,Negative,آخرکار تمہارا کام کر ہی آیا ہوں۔,آپ کے دوست نے مدد کی ہے، لیکن کافی تاخیر اور ہچکچاہٹ کے بعد۔,ٹھیک ہے یار، شکریہ، لیکن مجھے کافی انتظار کرنا پڑا۔
,,,,,,,,,,یار، آخرکار کر ہی دیا، لیکن اتنی دیر لگا دی کہ اب شکریہ کہنے کا بھی دل نہیں کر رہا۔
,,,,,,,,,,ٹھیک ہے یار، کام تو کر دیا، لیکن آئندہ اتنی دیر سے مدد مت کرنا۔
Urdu,Expressing Gratitude,افسر,ملازم,High,Formal,Professional appreciation,Negative,اس بار میں نے آپ کی غلطی کے باوجود معاملہ انتظامیہ تک نہیں جانے دیا۔,آپ سے کام میں ایک سنگین غلطی ہوئی تھی، لیکن افسر نے آپ کو ایک اور موقع دیا اور معاملہ مزید آگے نہیں بڑھایا۔,بہت شکریہ سر، میں آپ کے اعتماد اور تعاون کی قدر کرتا ہوں، آئندہ ایسی غلطی نہیں ہوگی۔
,,,,,,,,,,شکریہ سر، لیکن میں سمجھتا ہوں کہ آپ نے صرف اپنا فرض ادا کیا ہے۔
,,,,,,,,,,سر، ٹھیک ہے آپ نے معاملہ آگے نہیں بڑھایا، لیکن مجھے اس پر اتنا شکریہ ادا کرنے کی ضرورت محسوس نہیں ہوتی۔
Urdu,Expressing Gratitude,ساتھی,ساتھی,Medium,Formal,Workplace thanks,Negative,میں نے آپ کا کام بھی مکمل کر دیا تھا۔,آپ طبیعت کی خرابی کی وجہ سے ایک دن دفتر نہیں جا سکے، تو آپ کے ساتھی نے آپ کا کام مکمل کر دیا۔,آپ کا بے حد شکریہ آپ نے واقعی میں میری بہت مدد کی۔
,,,,,,,,,,آپ کا شکریہ، لیکن میں خود بھی اپنا کام کر سکتا تھا۔
,,,,,,,,,,شکریہ، لیکن آئندہ میرا کام خود سے مکمل کرنے کی ضرورت نہیں، پہلے مجھ سے پوچھ لیا کریں۔
Urdu,Expressing Gratitude,بھائی,بہن,Medium,Informal,Familial gratitude,Negative,میں نے گھر کے سارے کام سنبھال لیے تھے تاکہ تم آرام کر سکو۔,آپ کی طبیعت خراب تھی اور آپ کی بہن نے آپ کی ذمہ داریاں سنبھال لیں۔,بہت شکریہ، تم نے میری بہت بڑی پریشانی کم کر دی۔
,,,,,,,,,,بہت شکریہ۔
,,,,,,,,,,اچھا یار، کام کر دیا ہے تو ٹھیک ہے۔
Urdu,Expressing Gratitude,استاد,طالب علم,High,Formal,Grateful acknowledgment,Positive,امید ہے میری رہنمائی سے تمہاری امتحان کی تیاری اچھی ہوئی ہوگی۔,آپ کے طالب علم نے امتحان میں اچھی کارکردگی دکھائی ہے۔ نتائج آنے کے بعد وہ آپ سے ملنے آتا ہے۔,جی سر، الحمدللہ بہت اچھا ہوا۔ آپ کی رہنمائی کا بہت شکریہ۔
,,,,,,,,,,جی سر، ٹھیک ہے، لیکن زیادہ فرق نہیں پڑا۔
,,,,,,,,,,شکریہ سر۔
Urdu,Expressing Gratitude,ٹیکسی ڈرائیور,مسافر,Medium,Formal,Grateful reciprocity,Positive,شکریہ جناب، امید ہے سفر آپ کے لیے آرام دہ رہا ہوگا۔,آپ نے اپنے مسافر کو آرام سے اور محفوظ طریقے سے اس کی منزل تک پہنچایا ہے۔,جی بالکل، بہت شکریہ۔ یہ آپ کی اچھی خدمت کے لیے ایک چھوٹی سی ٹپ ہے، براہِ کرم قبول کیجیے۔
,,,,,,,,,,جی جناب، شکریہ۔
,,,,,,,,,,جی، کافی اچھا سفر رہا، شکریہ۔
Urdu,Expressing Gratitude,کزن,کزن,Low,Informal,Grateful acknowledgment,Positive,ارے، کیسے ہو؟ امید ہے تمہارا کام اچھی طرح ہو گیا ہوگا۔,ایک ضروری موقع پر آپ کے کزن نے ایک ضروری موقع پر آپ کی مدد کی تھی۔ کچھ عرصے بعد آپ ان سے ملتے ہیں اور وہ آپ کی خیریت دریافت کرتے ہیں۔,الحمدللہ یار، سب ٹھیک ہے۔ تمہاری مدد سے میرا کام بہت آسان ہو گیا تھا، اس کے لیے دل سے تمہارا بہت شکریہ۔
,,,,,,,,,,الحمدللہ سب ٹھیک ہے یار، تم نے مدد کی تھی لیکن میں نے باقی کام خود ہی کر لیا تھا۔
,,,,,,,,,,ہاں، تمہاری مدد سے تھوڑا بہت فرق پڑ گیا تھا، شکریہ۔
Urdu,Negotiating Favors,دوست,دوست,Low,Informal,Friendly negotiation,Positive,یار، اگر ضرورت ہو تو میں تمہاری مدد کر دیتا ہوں۔,آپ کا دوست آپ کی مدد کی پیشکش کر رہا ہے کیونکہ آپ کسی اور کام میں مصروف ہیں۔,ارے نہیں یار، تم کیوں زحمت کرو گے، لیکن تمہاری پیشکش کا بہت شکریہ۔
,,,,,,,,,,نہیں یار، میں خود ہی کر لوں گا۔
,,,,,,,,,,ٹھیک ہے یار، اگر تم فارغ ہو تو کر دو، لیکن اتنی بھی جلدی نہیں ہے۔
Urdu,Negotiating Favors,دوست,دوست,Low,Informal,Casual bargaining,Neutral,چلو، میں تمہارا کچھ کام کم کر دیتا ہوں۔,آپ کا دوست کام میں آپ کی مدد کی پیشکش کر رہا ہے۔,نہیں یار، اتنی زحمت کی ضرورت نہیں، میں سنبھال لوں گا۔
,,,,,,,,,,نہیں یار، تم اپنی مصروفیت دیکھو، مجھے تمہاری مدد کی کوئی خاص ضرورت نہیں۔
,,,,,,,,,,میں خود ہی یہ کام مکمل کر لوں گا۔
Urdu,Negotiating Favors,جونیئر,سینئر,Medium,Formal,Respectful request,Positive,سر، اگر آپ اجازت دیں تو میں آج اضافی وقت دے کر یہ کام مکمل کر دیتا ہوں۔,آپ کا جونیئر احترام کے ساتھ آپ کو مدد کی پیشکش کر رہا ہے تاکہ آپ کا کام آسان ہو جائے۔,آپ کی مہربانی، لیکن آپ کو زیادہ دیر رکنے کی ضرورت نہیں، میں سنبھال لوں گا۔
,,,,,,,,,,آپ کو اتنی دیر رکنے کی ضرورت نہیں، میں یہ کام خود سنبھال لوں گا۔
,,,,,,,,,,مہربانی، لیکن بہتر ہوگا کہ آپ اپنا کام کریں اور مجھے یہ ذمہ داری خود پوری کرنے دیں۔
Urdu,Negotiating Favors,جونیئر,سینئر,Medium,Formal,Deferential negotiation,Neutral,سر، اگر آپ اجازت دیں تو میں اس کام میں کچھ مدد کر دیتا ہوں۔,آپ نے دیکھا کہ آپ کے سینئر پر کام کا دباؤ ہے، اس لیے آپ احترام کے ساتھ مدد کی پیشکش کر رہے ہیں۔,آپ کی پیشکش کا شکریہ، لیکن خود کو زیادہ زحمت نہ دیں۔
,,,,,,,,,,میں سمجھتا ہوں کہ آپ خود بھی یہ کام سنبھال سکتے ہیں۔
,,,,,,,,,,فی الحال مجھے آپ کی مدد کی ضرورت نہیں ہے۔
Urdu,Negotiating Favors,کزن,کزن,Low,Informal,Familial favor,Positive,یار، اگر تم چاہو تو میری گاڑی استعمال کر سکتے ہو۔,آپ کا کزن آپ کی مدد کے لیے اپنی گاڑی دینے کی پیشکش کر رہا ہے۔,ارے نہیں یار، تم کیوں زحمت کرو گے، میں خود انتظام کر لوں گا۔
,,,,,,,,,,نہیں یار، گاڑی کی ضرورت نہیں۔
,,,,,,,,,,ٹھیک ہے یار، اگر گاڑی دینی ہی ہے تو دے دو۔
Urdu,Negotiating Favors,کزن,کزن,Low,Informal,Pushy favor,Negative,یار، میں نے کہا نا، یہ کام میں کر دوں گا۔,آپ کا کزن بار بار آپ کی مدد کرنے پر اصرار کر رہا ہے، حالانکہ آپ کئی بار انکار کر چکے ہیں۔,آپ کی مہربانی، لیکن واقعی اس کی ضرورت نہیں، میں خود سنبھال لوں گا۔
,,,,,,,,,,یار، میں نے کہا نا مجھے تمہاری مدد کی ضرورت نہیں۔
,,,,,,,,,,اچھا ٹھیک ہے، اگر تم اتنا اصرار کر رہے ہو تو کر دو، ورنہ میں خود ہی کر لیتا۔
Urdu,Negotiating Favors,پڑوسی,پڑوسی,Medium,Formal,Polite negotiation,Positive,اگر آپ کو کسی مدد کی ضرورت ہو تو میں حاضر ہوں۔,آپ کا پڑوسی شادی کی تقریبات میں آپ کی مدد کرنے کی پیشکش کر رہا ہے۔,آپ کی بہت مہربانی، لیکن آپ کو تکلیف دینے کی ضرورت نہیں۔
,,,,,,,,,,مجھے آپ کی مدد کی ضرورت نہیں، میں خود سنبھال لوں گا۔
,,,,,,,,,,نہیں، آپ کا بہت شکریہ۔
Urdu,Negotiating Favors,طالب علم,استاد,Medium,Formal,Hesitant request,Neutral,سر، میں یہ کتابیں آپ کے دفتر رکھ آتا ہوں۔,آپ استاد کی مدد کرنے کی پیشکش کر رہے ہیں۔,بیٹا، بہت شکریہ، میں خود سنبھال لوں گا۔
,,,,,,,,,,جی لیکن بہتر ہوگا کہ آپ اپنا کام کریں، میں یہ خود مکمل کر لوں گا۔
,,,,,,,,,,ہاں، ضرور۔
Urdu,Negotiating Favors,والد,بیٹا,High,Formal,Authority-based negotiation,Negative,میں نے کہا نا، یہ کام میں کر دوں گا، تم فکر نہ کرو۔,آپ کے والد بار بار آپ کی مدد کرنے پر اصرار کر رہے ہیں، جبکہ آپ خود کام کرنا چاہتے ہیں۔,ابو، آپ کا بہت شکریہ، لیکن واقعی اس کی ضرورت نہیں، میں سنبھال لوں گا۔
,,,,,,,,,,ٹھیک ہے، اگر آپ مدد کرنا چاہتے ہیں تو کر دیں، ویسے میں خود بھی یہ کام کر سکتا ہوں۔
,,,,,,,,,,ابو، شکریہ، لیکن میں یہ کام خود کر سکتا ہوں۔
Urdu,Negotiating Favors,والدہ,بیٹی,High,Informal,Emotional appeal,Positive,بیٹا، اگر تم تھک گئی ہو تو میں یہ کام کر دیتی ہوں۔,آپ کی والدہ آپ کا بوجھ کم کرنے کی پیشکش کر رہی ہیں۔,امی، آپ کی بہت مہربانی، لیکن میں خود کر لوں گی۔
,,,,,,,,,,امی، میں خود ہی یہ کام کر لوں گی۔
,,,,,,,,,,امی، رہنے دیں، میں کر لوں گی۔
Urdu,Negotiating Favors,ملازم,افسر,Medium,Formal,Persistent Offer,Negative,میں نے کہا نا، میں خود تمہاری فائل مکمل کروا دوں گا۔,آپ کے افسر بار بار آپ کی مدد کرنے پر اصرار کر رہے ہیں، حالانکہ آپ خود کام مکمل کرنا چاہتے ہیں۔,سر، آپ کی مہربانی، لیکن براہِ کرم اس کی فکر نہ کریں، میں خود یہ کام مکمل کر لوں گا۔
,,,,,,,,,,نہیں، میں اپنی فائل خود ہی مکمل کر لوں گا۔
,,,,,,,,,,سر، میں چاہتا ہوں کہ یہ کام خود مکمل کروں۔
Urdu,Negotiating Favors,بزرگ رشتہ دار,نوجوان,High,Formal,Insistent Favor,Negative,میں تمہارے ساتھ چلوں گا، اکیلے جانے کی ضرورت نہیں۔,ایک بزرگ رشتہ دار بار بار آپ کے ساتھ جانے پر اصرار کر رہے ہیں، جبکہ آپ خود جانا چاہتے ہیں۔,آپ کی فکر کا بہت شکریہ، لیکن واقعی میں خود سنبھال لوں گا۔
,,,,,,,,,,آمیں اکیلا ہی چلا جاؤں گا، آپ کو ساتھ آنے کی ضرورت نہیں۔
,,,,,,,,,,شکریہ، میں خود سنبھال لوں گا۔
Urdu,Negotiating Favors,ساس,بہو,High,Formal,Overbearing Help,Negative,یہ کام تم چھوڑ دو، میں خود کر دیتی ہوں۔,آپ کی ساس بار بار آپ کے کام میں مداخلت کرتے ہوئے مدد کی پیشکش کر رہی ہیں، جبکہ آپ خود کام مکمل کرنا چاہتی ہیں۔,امی جان، آپ کی مہربانی، لیکن میں یہ کام خود کر لوں گی۔
,,,,,,,,,,امی جان، میں خود کر لوں گی، آپ کو بار بار یہ کام کرنے کی ضرورت نہیں۔
,,,,,,,,,,امی جان، رہنے دیں، یہ کام میں خود ہی مکمل کر لوں گی۔
Urdu,Negotiating Favors,ساتھی,ساتھی,Medium,Formal,Courteous Assistance,Neutral,اگر آپ چاہیں تو میں یہ رپورٹ چیک کر دیتا ہوں۔,آپ کا ساتھی کام میں مدد کی پیشکش کر رہا ہے۔,آپ کی مہربانی، لیکن میں پہلے خود ایک بار دیکھ لیتا ہوں۔
,,,,,,,,,,میں خود ہی رپورٹ چیک کر لوں گا، آپ کو زحمت دینے کی ضرورت نہیں۔
,,,,,,,,,,شکریہ، لیکن بہتر ہوگا کہ میں پہلے خود رپورٹ دیکھ لوں ۔
Urdu,Negotiating Favors,چچا,بھتیجا,Medium,Formal,Family Assistance,Neutral,رات بہت ہو گئی ہے، میں تمہیں گھر چھوڑ آتا ہوں۔,آپ کے چچا رات کو آپ کے دیر سے گھر جانے پر فکر مند ہیں اور آپ کو گھر چھوڑنے کی پیشکش کر رہے ہیں۔,چچا جان، آپ کی بہت مہربانی، لیکن آپ کو زحمت دینے کی ضرورت نہیں، میں خود چلا جاؤں گا۔
,,,,,,,,,,چچا جان، میں خود چلا جاؤں گا، آپ کو میرے ساتھ آنے کی ضرورت نہیں۔
,,,,,,,,,,چچا جان، اتنی رات بھی نہیں ہوئی ۔
Urdu,Negotiating Favors,چچا,بھتیجا,High,Formal,Deferential refusal,Neutral,بیٹا، اگر چاہو تو میں اس کام میں تمہاری مدد کر دیتا ہوں۔,آپ ایک ضروری کام میں مصروف ہیں اور آپ کے چچا آپ کی مصروفیت دیکھ کر آپ کی مدد کرنا چاہتے ہیں۔,چچا جان، آپ کی بہت مہربانی، مگر آپ زحمت نہ کریں۔ میں یہ کام خود مکمل کر لوں گا، اگر ضرورت پڑی تو ضرور آپ سے مدد لے لوں گا۔
,,,,,,,,,,بہت شکریہ، لیکن میں یہ کام خود ہی کر لوں گا۔
,,,,,,,,,,چچا جان، مجھے آپ کی مدد کی ضرورت نہیں، میں خود سنبھال لوں گا۔
Urdu,Negotiating Favors,سینئر ساتھی,جونیئر ساتھی,Medium,Formal,Polite refusal,Neutral,تم ایسا کرو، اب چھٹی کر لو۔ باقی کام میں خود سنبھال لیتا ہوں۔,آپ کے آج دفتر میں معمول سے زیادہ دیر تک رکنے پر آپ کے سینئر محسوس کرتے ہیں کہ آپ پر کام کا بوجھ زیادہ ہے۔,سر، آپ کی بہت مہربانی، لیکن ابھی اتنا کام باقی نہیں ہے۔ میں خود اسے مکمل کر لوں گا، آپ زحمت نہ کریں۔
